geneSet,description,link,size,overlap,expect,enrichmentRatio,pValue,FDR,overlapId,userId
GO:0023014,signal transduction by protein phosphorylation,http://amigo.geneontology.org/amigo/term/GO:0023014,896,32,13.86077348,2.308673469,8.76E-06,9.00E-04,818;958;1445;1813;1815;2044;2064;2690;2885;3558;3559;3654;3717;3815;4853;5469;5781;5788;6367;8844;9258;9518;9770;10318;25780;28996;51074;51755;55024;57216;79155;200734,ENSG00000145901;ENSG00000141736;ENSG00000157404;ENSG00000177885;ENSG00000168884;ENSG00000125686;ENSG00000147324;ENSG00000141068;ENSG00000184216;ENSG00000198369;ENSG00000096968;ENSG00000109471;ENSG00000149089;ENSG00000101017;ENSG00000130513;ENSG00000148660;ENSG00000103653;ENSG00000145242;ENSG00000162738;ENSG00000152689;ENSG00000167258;ENSG00000285022;ENSG00000101265;ENSG00000064393;ENSG00000134460;ENSG00000153064;ENSG00000179295;ENSG00000149295;ENSG00000081237;ENSG00000276825;ENSG00000102962;ENSG00000134250;ENSG00000112964
GO:0034341,response to interferon-gamma,http://amigo.geneontology.org/amigo/term/GO:0034341,191,13,2.954696133,4.399775617,8.86E-06,9.00E-04,818;958;3117;3119;3120;3122;3123;3663;3717;4261;5468;5469;6367,ENSG00000196610;ENSG00000206305;ENSG00000230726;ENSG00000231286;ENSG00000236418;ENSG00000228987;ENSG00000125686;ENSG00000224305;ENSG00000179583;ENSG00000228254;ENSG00000096968;ENSG00000226165;ENSG00000229493;ENSG00000227993;ENSG00000101017;ENSG00000148660;ENSG00000228813;ENSG00000206240;ENSG00000206308;ENSG00000228284;ENSG00000128604;ENSG00000226260;ENSG00000204287;ENSG00000232629;ENSG00000232062;ENSG00000132170;ENSG00000225890;ENSG00000102962;ENSG00000196735;ENSG00000234794
GO:0007155,cell adhesion,http://amigo.geneontology.org/amigo/term/GO:0007155,1346,42,20.82209945,2.017087667,9.07E-06,9.12E-04,941;942;1445;1493;2064;2113;2191;2885;3558;3559;3575;3586;3654;3684;3717;3815;3918;4026;5328;5592;5781;5788;6494;7148;7292;8013;8516;9402;10318;23380;27255;28514;29119;29851;51176;53841;55604;59067;64072;84628;257194;394263,ENSG00000145901;ENSG00000141736;ENSG00000079691;ENSG00000157404;ENSG00000177885;ENSG00000213445;ENSG00000099834;ENSG00000183230;ENSG00000184216;ENSG00000122861;ENSG00000096968;ENSG00000109471;ENSG00000058085;ENSG00000169896;ENSG00000229353;ENSG00000107736;ENSG00000163599;ENSG00000231608;ENSG00000117586;ENSG00000121594;ENSG00000138684;ENSG00000233323;ENSG00000136634;ENSG00000103653;ENSG00000145012;ENSG00000231350;ENSG00000168477;ENSG00000078098;ENSG00000168685;ENSG00000077943;ENSG00000266028;ENSG00000134460;ENSG00000179295;ENSG00000114013;ENSG00000172260;ENSG00000081237;ENSG00000185532;ENSG00000163600;ENSG00000119508;ENSG00000100351;ENSG00000138795;ENSG00000134115;ENSG00000273572;ENSG00000206258;ENSG00000198719;ENSG00000196358;ENSG00000134954
GO:0051240,positive regulation of multicellular organismal process,http://amigo.geneontology.org/amigo/term/GO:0051240,1632,48,25.24640884,1.901260504,9.24E-06,9.18E-04,941;942;949;958;1601;1813;2113;2690;3558;3559;3575;3586;3595;3654;3663;3717;3727;3815;3984;5468;5469;5781;5788;6343;6774;6857;7015;7128;7292;8013;8626;8997;9474;22891;23081;27159;28514;28996;51176;51199;57118;59067;64135;81606;91752;114836;192683;257194,ENSG00000162739;ENSG00000157404;ENSG00000125686;ENSG00000168610;ENSG00000198794;ENSG00000184216;ENSG00000073282;ENSG00000096968;ENSG00000109471;ENSG00000117586;ENSG00000101017;ENSG00000106683;ENSG00000153071;ENSG00000213626;ENSG00000121594;ENSG00000138684;ENSG00000081985;ENSG00000136634;ENSG00000118503;ENSG00000168685;ENSG00000160145;ENSG00000064393;ENSG00000134460;ENSG00000100503;ENSG00000115267;ENSG00000128604;ENSG00000164362;ENSG00000073060;ENSG00000179295;ENSG00000057663;ENSG00000134216;ENSG00000183049;ENSG00000114013;ENSG00000149295;ENSG00000172260;ENSG00000081237;ENSG00000070031;ENSG00000132170;ENSG00000170396;ENSG00000119508;ENSG00000138795;ENSG00000285551;ENSG00000107077;ENSG00000130522;ENSG00000198719;ENSG00000112964;ENSG00000134954;ENSG00000067715
GO:0002252,immune effector process,http://amigo.geneontology.org/amigo/term/GO:0002252,1119,37,17.31049724,2.13743138,9.41E-06,9.25E-04,717;735;941;942;958;1130;2212;2885;3075;3119;3451;3558;3559;3575;3586;3609;3663;3684;3815;3936;3984;4853;5328;5788;6774;7128;7187;7292;8013;8807;9474;28514;51176;59067;64135;114836;121260,ENSG00000162739;ENSG00000143669;ENSG00000166278;ENSG00000234829;ENSG00000129351;ENSG00000157404;ENSG00000231286;ENSG00000177885;ENSG00000136167;ENSG00000168610;ENSG00000113600;ENSG00000122861;ENSG00000109471;ENSG00000169896;ENSG00000139370;ENSG00000117586;ENSG00000101017;ENSG00000106683;ENSG00000121594;ENSG00000138684;ENSG00000136634;ENSG00000118503;ENSG00000168685;ENSG00000134460;ENSG00000115267;ENSG00000115607;ENSG00000128604;ENSG00000131323;ENSG00000057663;ENSG00000143226;ENSG00000114013;ENSG00000081237;ENSG00000231543;ENSG00000119508;ENSG00000000971;ENSG00000138795;ENSG00000134250;ENSG00000198719
GO:0098657,import into cell,http://amigo.geneontology.org/amigo/term/GO:0098657,774,29,11.97348066,2.422019195,9.79E-06,9.52E-04,717;949;1445;1601;1609;1813;1815;2212;2690;2885;3092;3684;3984;4688;5468;5788;6311;6512;6557;6857;9474;9910;28514;54806;55604;57118;80975;192683;201176,ENSG00000079691;ENSG00000162383;ENSG00000166278;ENSG00000177885;ENSG00000127946;ENSG00000074803;ENSG00000198794;ENSG00000169896;ENSG00000106683;ENSG00000153071;ENSG00000103653;ENSG00000159314;ENSG00000152061;ENSG00000073060;ENSG00000135541;ENSG00000057663;ENSG00000145214;ENSG00000183049;ENSG00000143226;ENSG00000149295;ENSG00000081237;ENSG00000276825;ENSG00000132170;ENSG00000231543;ENSG00000116701;ENSG00000204842;ENSG00000198719;ENSG00000166682;ENSG00000112964;ENSG00000067715
GO:0070757,interleukin-35-mediated signaling pathway,http://amigo.geneontology.org/amigo/term/GO:0070757,10,4,0.154696133,25.85714286,1.09E-05,0.001050586,3595;3717;6774;6775,ENSG00000138378;ENSG00000168610;ENSG00000096968;ENSG00000081985
GO:0046651,lymphocyte proliferation,http://amigo.geneontology.org/amigo/term/GO:0046651,259,15,4.006629834,3.743794815,1.28E-05,0.001221927,941;942;958;1493;2064;3451;3558;3559;3575;3586;5788;7292;22806;51176;59067,ENSG00000141736;ENSG00000234829;ENSG00000109471;ENSG00000163599;ENSG00000117586;ENSG00000101017;ENSG00000121594;ENSG00000138684;ENSG00000136634;ENSG00000168685;ENSG00000134460;ENSG00000114013;ENSG00000081237;ENSG00000161405;ENSG00000138795
GO:0008283,cell proliferation,http://amigo.geneontology.org/amigo/term/GO:0008283,1950,54,30.16574586,1.79010989,1.30E-05,0.001229838,356;473;639;941;942;949;958;1027;1445;1493;1601;1813;2064;2113;2191;3451;3558;3559;3575;3586;3595;3654;3717;3815;3918;5017;5328;5468;5469;5592;5788;6494;6774;6932;7015;7128;7292;7332;7813;8013;8626;8807;8844;8935;22806;23081;23380;28514;28996;51176;59067;81606;219790;283742,ENSG00000141736;ENSG00000234829;ENSG00000157404;ENSG00000185651;ENSG00000171262;ENSG00000213445;ENSG00000182010;ENSG00000067208;ENSG00000125686;ENSG00000168610;ENSG00000142599;ENSG00000057657;ENSG00000141068;ENSG00000184216;ENSG00000073282;ENSG00000122861;ENSG00000096968;ENSG00000109471;ENSG00000058085;ENSG00000117560;ENSG00000163599;ENSG00000117586;ENSG00000101017;ENSG00000153071;ENSG00000213626;ENSG00000121594;ENSG00000138684;ENSG00000081985;ENSG00000136634;ENSG00000103653;ENSG00000078098;ENSG00000118503;ENSG00000168685;ENSG00000064393;ENSG00000266028;ENSG00000134460;ENSG00000172818;ENSG00000115607;ENSG00000164362;ENSG00000111276;ENSG00000073060;ENSG00000114013;ENSG00000149295;ENSG00000081237;ENSG00000081059;ENSG00000185532;ENSG00000161405;ENSG00000132170;ENSG00000119508;ENSG00000138795;ENSG00000005020;ENSG00000107077;ENSG00000198719;ENSG00000134954
GO:0032943,mononuclear cell proliferation,http://amigo.geneontology.org/amigo/term/GO:0032943,261,15,4.037569061,3.715106732,1.41E-05,0.001310987,941;942;958;1493;2064;3451;3558;3559;3575;3586;5788;7292;22806;51176;59067,ENSG00000141736;ENSG00000234829;ENSG00000109471;ENSG00000163599;ENSG00000117586;ENSG00000101017;ENSG00000121594;ENSG00000138684;ENSG00000136634;ENSG00000168685;ENSG00000134460;ENSG00000114013;ENSG00000081237;ENSG00000161405;ENSG00000138795
GO:0045597,positive regulation of cell differentiation,http://amigo.geneontology.org/amigo/term/GO:0045597,918,32,14.20110497,2.253345783,1.43E-05,0.001317939,941;942;1389;1601;1813;2113;3558;3559;3575;3717;3727;3815;3984;5468;5469;5788;6774;6857;7015;7292;8626;8997;9518;22891;23081;51176;51199;54806;55604;57118;91752;257194,ENSG00000079691;ENSG00000157404;ENSG00000125686;ENSG00000168610;ENSG00000073282;ENSG00000096968;ENSG00000109471;ENSG00000117586;ENSG00000106683;ENSG00000130513;ENSG00000153071;ENSG00000121594;ENSG00000111269;ENSG00000168685;ENSG00000160145;ENSG00000134460;ENSG00000100503;ENSG00000164362;ENSG00000135541;ENSG00000183049;ENSG00000114013;ENSG00000149295;ENSG00000172260;ENSG00000081237;ENSG00000132170;ENSG00000170396;ENSG00000138795;ENSG00000285551;ENSG00000107077;ENSG00000130522;ENSG00000134954;ENSG00000067715
GO:0071346,cellular response to interferon-gamma,http://amigo.geneontology.org/amigo/term/GO:0071346,171,12,2.645303867,4.536340852,1.45E-05,0.001322391,818;3117;3119;3120;3122;3123;3663;3717;4261;5468;5469;6367,ENSG00000196610;ENSG00000206305;ENSG00000230726;ENSG00000231286;ENSG00000236418;ENSG00000228987;ENSG00000125686;ENSG00000224305;ENSG00000179583;ENSG00000228254;ENSG00000096968;ENSG00000226165;ENSG00000229493;ENSG00000227993;ENSG00000148660;ENSG00000228813;ENSG00000206240;ENSG00000206308;ENSG00000228284;ENSG00000128604;ENSG00000226260;ENSG00000204287;ENSG00000232629;ENSG00000232062;ENSG00000132170;ENSG00000225890;ENSG00000102962;ENSG00000196735;ENSG00000234794
GO:0048699,generation of neurons,http://amigo.geneontology.org/amigo/term/GO:0048699,1432,43,22.15248619,1.941091381,1.79E-05,0.001622319,473;639;1656;1813;2044;2064;2672;2885;3558;3717;3815;3984;5468;5469;5592;5781;6774;6857;7015;8013;8997;22891;23081;23294;23380;23418;27255;28514;28996;51176;51199;54806;55140;57118;57216;64072;65059;80736;84570;84628;91752;157285;257194,ENSG00000141736;ENSG00000157404;ENSG00000162676;ENSG00000177885;ENSG00000125686;ENSG00000168610;ENSG00000142599;ENSG00000057657;ENSG00000228263;ENSG00000096968;ENSG00000109471;ENSG00000064999;ENSG00000107736;ENSG00000134014;ENSG00000106683;ENSG00000134376;ENSG00000275342;ENSG00000204385;ENSG00000188517;ENSG00000145242;ENSG00000162738;ENSG00000160145;ENSG00000064393;ENSG00000266028;ENSG00000100503;ENSG00000164362;ENSG00000110367;ENSG00000173166;ENSG00000135541;ENSG00000179295;ENSG00000183049;ENSG00000149295;ENSG00000172260;ENSG00000185532;ENSG00000132170;ENSG00000170396;ENSG00000119508;ENSG00000138795;ENSG00000285551;ENSG00000107077;ENSG00000134115;ENSG00000198719;ENSG00000196358;ENSG00000067715
GO:0080134,regulation of response to stress,http://amigo.geneontology.org/amigo/term/GO:0080134,1344,41,20.79116022,1.971991922,2.01E-05,0.001783697,717;735;1027;1813;2113;2191;2672;3075;3558;3559;3586;3654;3684;3717;5328;5468;5469;5592;5781;5788;7015;7128;7187;7292;8013;8807;9258;9641;9770;10318;10906;22891;28996;57216;59067;64135;79155;114836;200734;337867;394263,ENSG00000145901;ENSG00000162739;ENSG00000166278;ENSG00000162676;ENSG00000168884;ENSG00000135148;ENSG00000125686;ENSG00000113600;ENSG00000147324;ENSG00000184216;ENSG00000134882;ENSG00000198369;ENSG00000122861;ENSG00000096968;ENSG00000109471;ENSG00000169896;ENSG00000117586;ENSG00000138684;ENSG00000136634;ENSG00000231350;ENSG00000078098;ENSG00000162738;ENSG00000118503;ENSG00000285022;ENSG00000101265;ENSG00000064393;ENSG00000134460;ENSG00000115267;ENSG00000115607;ENSG00000131323;ENSG00000164362;ENSG00000111276;ENSG00000179295;ENSG00000149295;ENSG00000081237;ENSG00000185532;ENSG00000132170;ENSG00000231543;ENSG00000119508;ENSG00000263528;ENSG00000000971;ENSG00000285551;ENSG00000134954
GO:0070664,negative regulation of leukocyte proliferation,http://amigo.geneontology.org/amigo/term/GO:0070664,75,8,1.160220994,6.895238095,2.02E-05,0.001783697,941;942;1493;2064;3558;3559;3586;7128,ENSG00000141736;ENSG00000109471;ENSG00000163599;ENSG00000121594;ENSG00000136634;ENSG00000118503;ENSG00000134460;ENSG00000114013
GO:0050866,negative regulation of cell activation,http://amigo.geneontology.org/amigo/term/GO:0050866,177,12,2.738121547,4.382566586,2.04E-05,0.001783697,941;942;1493;2064;3558;3559;3586;5592;5788;7128;7292;55024,ENSG00000141736;ENSG00000109471;ENSG00000163599;ENSG00000117586;ENSG00000121594;ENSG00000136634;ENSG00000118503;ENSG00000134460;ENSG00000153064;ENSG00000114013;ENSG00000081237;ENSG00000185532
GO:0042127,regulation of cell proliferation,http://amigo.geneontology.org/amigo/term/GO:0042127,1536,45,23.76132597,1.893833705,2.05E-05,0.001783697,356;639;941;942;958;1027;1445;1493;1813;2064;2113;2191;3558;3559;3575;3586;3595;3654;3717;3815;3918;5017;5328;5468;5469;5592;5788;6774;6932;7015;7128;7292;8013;8626;8844;8935;22806;23081;28514;28996;51176;59067;81606;219790;283742,ENSG00000141736;ENSG00000157404;ENSG00000171262;ENSG00000182010;ENSG00000125686;ENSG00000168610;ENSG00000057657;ENSG00000141068;ENSG00000184216;ENSG00000073282;ENSG00000122861;ENSG00000096968;ENSG00000109471;ENSG00000058085;ENSG00000117560;ENSG00000163599;ENSG00000117586;ENSG00000101017;ENSG00000213626;ENSG00000121594;ENSG00000138684;ENSG00000081985;ENSG00000136634;ENSG00000103653;ENSG00000078098;ENSG00000118503;ENSG00000168685;ENSG00000064393;ENSG00000134460;ENSG00000172818;ENSG00000164362;ENSG00000111276;ENSG00000114013;ENSG00000149295;ENSG00000081237;ENSG00000081059;ENSG00000185532;ENSG00000161405;ENSG00000132170;ENSG00000119508;ENSG00000138795;ENSG00000005020;ENSG00000107077;ENSG00000198719;ENSG00000134954
GO:0002286,T cell activation involved in immune response,http://amigo.geneontology.org/amigo/term/GO:0002286,98,9,1.516022099,5.936588921,2.09E-05,0.001793938,941;942;3451;3558;3936;6774;7292;51176;114836,ENSG00000162739;ENSG00000234829;ENSG00000136167;ENSG00000168610;ENSG00000109471;ENSG00000117586;ENSG00000121594;ENSG00000114013;ENSG00000138795
GO:0042093,T-helper cell differentiation,http://amigo.geneontology.org/amigo/term/GO:0042093,55,7,0.850828729,8.227272727,2.10E-05,0.001793938,941;942;3558;6774;7292;51176;114836,ENSG00000162739;ENSG00000168610;ENSG00000109471;ENSG00000117586;ENSG00000121594;ENSG00000114013;ENSG00000138795
GO:0046632,alpha-beta T cell differentiation,http://amigo.geneontology.org/amigo/term/GO:0046632,99,9,1.531491713,5.876623377,2.27E-05,0.001899343,639;941;942;3558;6774;6932;7292;51176;114836,ENSG00000162739;ENSG00000168610;ENSG00000057657;ENSG00000109471;ENSG00000117586;ENSG00000121594;ENSG00000114013;ENSG00000081059;ENSG00000138795
GO:0051049,regulation of transport,http://amigo.geneontology.org/amigo/term/GO:0051049,1738,49,26.88618785,1.822497123,2.27E-05,0.001899343,640;717;818;949;958;1389;1445;1601;1609;1813;1815;2044;2064;2619;3092;3382;3558;3586;3684;3717;3936;5468;5469;5781;5788;6311;6336;6343;6857;7015;7128;7292;7332;8013;8626;8997;9474;27159;28514;51715;54806;54899;55024;57118;64135;114088;117532;192683;337867,ENSG00000141736;ENSG00000166278;ENSG00000185651;ENSG00000185313;ENSG00000149488;ENSG00000127946;ENSG00000136573;ENSG00000136167;ENSG00000125686;ENSG00000198794;ENSG00000134882;ENSG00000100505;ENSG00000073282;ENSG00000096968;ENSG00000109471;ENSG00000169896;ENSG00000117586;ENSG00000101017;ENSG00000112210;ENSG00000153071;ENSG00000003147;ENSG00000111269;ENSG00000136634;ENSG00000148660;ENSG00000103653;ENSG00000145242;ENSG00000118503;ENSG00000160145;ENSG00000168297;ENSG00000115267;ENSG00000153064;ENSG00000164362;ENSG00000073060;ENSG00000135541;ENSG00000179295;ENSG00000057663;ENSG00000145214;ENSG00000134216;ENSG00000183049;ENSG00000149295;ENSG00000081237;ENSG00000276825;ENSG00000070031;ENSG00000132170;ENSG00000231543;ENSG00000180447;ENSG00000119508;ENSG00000204842;ENSG00000198719;ENSG00000067715
GO:0070663,regulation of leukocyte proliferation,http://amigo.geneontology.org/amigo/term/GO:0070663,210,13,3.248618785,4.00170068,2.44E-05,0.002022242,941;942;958;1493;2064;3558;3559;3586;5788;7128;7292;22806;59067,ENSG00000141736;ENSG00000109471;ENSG00000163599;ENSG00000117586;ENSG00000101017;ENSG00000121594;ENSG00000138684;ENSG00000136634;ENSG00000118503;ENSG00000134460;ENSG00000114013;ENSG00000081237;ENSG00000161405
GO:0050851,antigen receptor-mediated signaling pathway,http://amigo.geneontology.org/amigo/term/GO:0050851,181,12,2.8,4.285714286,2.55E-05,0.002100661,640;1445;1493;1997;3117;3119;3120;3122;3123;5788;9402;121665,ENSG00000196610;ENSG00000206305;ENSG00000230726;ENSG00000231286;ENSG00000236418;ENSG00000136573;ENSG00000157837;ENSG00000228987;ENSG00000224305;ENSG00000228254;ENSG00000226165;ENSG00000229493;ENSG00000163599;ENSG00000227993;ENSG00000103653;ENSG00000228813;ENSG00000206240;ENSG00000206308;ENSG00000228284;ENSG00000226260;ENSG00000204287;ENSG00000232629;ENSG00000232062;ENSG00000081237;ENSG00000225890;ENSG00000100351;ENSG00000196735;ENSG00000234794;ENSG00000120690
GO:0048872,homeostasis of number of cells,http://amigo.geneontology.org/amigo/term/GO:0048872,243,14,3.759116022,3.724279835,2.65E-05,0.00215465,2113;3558;3559;3575;3717;3815;5469;5781;6774;7128;9258;9770;10320;28996,ENSG00000185811;ENSG00000157404;ENSG00000125686;ENSG00000168610;ENSG00000147324;ENSG00000096968;ENSG00000109471;ENSG00000118503;ENSG00000168685;ENSG00000285022;ENSG00000101265;ENSG00000064393;ENSG00000134460;ENSG00000179295;ENSG00000134954
GO:0002294,"CD4-positive, alpha-beta T cell differentiation involved in immune response",http://amigo.geneontology.org/amigo/term/GO:0002294,57,7,0.881767956,7.938596491,2.67E-05,0.00215465,941;942;3558;6774;7292;51176;114836,ENSG00000162739;ENSG00000168610;ENSG00000109471;ENSG00000117586;ENSG00000121594;ENSG00000114013;ENSG00000138795
GO:0050764,regulation of phagocytosis,http://amigo.geneontology.org/amigo/term/GO:0050764,78,8,1.206629834,6.63003663,2.70E-05,0.002165031,717;949;1445;3684;5468;5788;9474;57118,ENSG00000166278;ENSG00000169896;ENSG00000103653;ENSG00000073060;ENSG00000057663;ENSG00000183049;ENSG00000081237;ENSG00000132170;ENSG00000231543
GO:0030888,regulation of B cell proliferation,http://amigo.geneontology.org/amigo/term/GO:0030888,58,7,0.897237569,7.801724138,2.99E-05,0.002295431,958;1493;3558;3586;5788;22806;59067,ENSG00000109471;ENSG00000163599;ENSG00000101017;ENSG00000138684;ENSG00000136634;ENSG00000081237;ENSG00000161405
GO:0002287,alpha-beta T cell activation involved in immune response,http://amigo.geneontology.org/amigo/term/GO:0002287,58,7,0.897237569,7.801724138,2.99E-05,0.002295431,941;942;3558;6774;7292;51176;114836,ENSG00000162739;ENSG00000168610;ENSG00000109471;ENSG00000117586;ENSG00000121594;ENSG00000114013;ENSG00000138795
GO:0002293,alpha-beta T cell differentiation involved in immune response,http://amigo.geneontology.org/amigo/term/GO:0002293,58,7,0.897237569,7.801724138,2.99E-05,0.002295431,941;942;3558;6774;7292;51176;114836,ENSG00000162739;ENSG00000168610;ENSG00000109471;ENSG00000117586;ENSG00000121594;ENSG00000114013;ENSG00000138795
GO:0002562,somatic diversification of immune receptors via germline recombination within a single locus,http://amigo.geneontology.org/amigo/term/GO:0002562,58,7,0.897237569,7.801724138,2.99E-05,0.002295431,958;3558;3586;5788;6932;7292;51176,ENSG00000109471;ENSG00000117586;ENSG00000101017;ENSG00000136634;ENSG00000081237;ENSG00000081059;ENSG00000138795
GO:0016444,somatic cell DNA recombination,http://amigo.geneontology.org/amigo/term/GO:0016444,58,7,0.897237569,7.801724138,2.99E-05,0.002295431,958;3558;3586;5788;6932;7292;51176,ENSG00000109471;ENSG00000117586;ENSG00000101017;ENSG00000136634;ENSG00000081237;ENSG00000081059;ENSG00000138795
GO:0010941,regulation of cell death,http://amigo.geneontology.org/amigo/term/GO:0010941,1611,46,24.92154696,1.845792321,3.11E-05,0.002363608,356;958;1027;1493;1601;1813;2044;2064;2191;2619;3092;3558;3575;3586;3654;3663;3684;3717;3815;4853;5468;5469;5788;6774;6932;7015;7128;7187;8013;8626;8997;9474;9518;9770;22806;23380;28514;28996;29949;51074;51176;54806;57118;79155;84299;219790,ENSG00000141736;ENSG00000157404;ENSG00000127946;ENSG00000182010;ENSG00000168884;ENSG00000125686;ENSG00000168610;ENSG00000184216;ENSG00000073282;ENSG00000096968;ENSG00000109471;ENSG00000117560;ENSG00000169896;ENSG00000142224;ENSG00000163599;ENSG00000149089;ENSG00000101017;ENSG00000130513;ENSG00000153071;ENSG00000136634;ENSG00000078098;ENSG00000145242;ENSG00000118503;ENSG00000168685;ENSG00000160145;ENSG00000101265;ENSG00000064393;ENSG00000266028;ENSG00000141741;ENSG00000128604;ENSG00000131323;ENSG00000164362;ENSG00000111276;ENSG00000135541;ENSG00000057663;ENSG00000183049;ENSG00000149295;ENSG00000081237;ENSG00000081059;ENSG00000161405;ENSG00000132170;ENSG00000180447;ENSG00000119508;ENSG00000138795;ENSG00000134250;ENSG00000198719
