,ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title
2829,213364_s_at,0.000206,1.06e-05,4.75,3.043835,0.46799999999999997,SNX1,sorting nexin 1
2828,226168_at,0.000206,1.06e-05,-4.75,3.043955,-0.256,ZFAND2B,zinc finger AN1-type containing 2B
2827,1558048_x_at,0.000206,1.06e-05,-4.75,3.0442869999999997,-0.9109999999999999,,
2825,240899_at,0.000205,1.06e-05,-4.75,3.04988,-0.49,,
3827,212734_PM_x_at,0.000152,1.06e-05,4.86,2.8318,0.508,RPL13,ribosomal protein L13
3828,1569104_PM_a_at,0.000152,1.06e-05,4.86,2.8314,0.5379999999999999,LOC100287401,hypothetical protein LOC100287401
3829,205993_PM_s_at,0.000152,1.06e-05,-4.86,2.83051,-0.489,TBX2,T-box 2
2830,203261_at,0.000206,1.06e-05,-4.75,3.0430330000000003,-0.69,DCTN6,dynactin subunit 6
3826,225229_PM_at,0.000152,1.06e-05,-4.86,2.83233,-0.418,AFF4,AF4/FMR2 family member 4
2826,202805_s_at,0.000205,1.06e-05,4.75,3.046311,0.258,ABCC1,ATP binding cassette subfamily C member 1
715,218434_s_at,0.00033,1.06e-05,-5.07712,3.2776595,-0.7299568000000001,AACS,acetoacetyl-CoA synthetase
714,208453_s_at,0.00033,1.06e-05,5.07719,3.2778686,0.5257203,XPNPEP1,X-prolyl aminopeptidase 1
309,243258_at,0.00187,1.06e-05,5.4745027,3.45853686,0.89679429,CLUH,clustered mitochondria homolog
716,212041_at,0.00033,1.06e-05,5.076917,3.2770542999999996,0.5960963,ATP6V0D1,ATPase H+ transporting V0 subunit d1
2832,243296_at,0.000206,1.07e-05,-4.75,3.041462,-0.642,NAMPT,nicotinamide phosphoribosyltransferase
312,201682_at,0.00187,1.07e-05,5.469579799999999,3.44646121,0.60110171,PMPCB,"peptidase, mitochondrial processing beta subunit"
313,203486_s_at,0.00187,1.07e-05,5.4692400999999995,3.44562791,0.58076522,ARMC8,armadillo repeat containing 8
3831,239771_PM_at,0.000152,1.07e-05,-4.86,2.8269,-0.728,CAND1,cullin associated and neddylation dissociated 1
717,221170_at,0.000331,1.07e-05,-5.075872,3.2739292,-1.2482741000000002,HRH4,histamine receptor H4
718,207568_at,0.000332,1.07e-05,-5.074116,3.2686825,-1.0375109,CHRNA6,cholinergic receptor nicotinic alpha 6 subunit
719,204665_at,0.000332,1.07e-05,-5.073357,3.2664139,-0.9290318999999999,SIKE1,suppressor of IKBKE 1
3832,216975_PM_x_at,0.000153,1.07e-05,-4.86,2.82625,-0.434,NPAS1,neuronal PAS domain protein 1
3833,219599_PM_at,0.000153,1.07e-05,4.86,2.82582,0.669,EIF4B,eukaryotic translation initiation factor 4B
3834,201618_PM_x_at,0.000153,1.07e-05,-4.86,2.82536,-0.41600000000000004,GPAA1,glycosylphosphatidylinositol anchor attachment 1
3835,1558517_PM_s_at,0.000153,1.07e-05,4.86,2.82523,0.284,LRRC8C,leucine rich repeat containing 8 family member C
3836,202449_PM_s_at,0.000153,1.07e-05,-4.86,2.8248900000000003,-0.46799999999999997,RXRA,retinoid X receptor alpha
3837,202763_PM_at,0.000153,1.07e-05,4.86,2.8214,0.473,CASP3,caspase 3
2833,203433_at,0.000207,1.07e-05,-4.75,3.038002,-0.433,ST20-MTHFS///MTHFS,"ST20-MTHFS readthrough///5,10-methenyltetrahydrofolate synthetase (5-formyltetrahydrofolate cyclo-ligase)"
371,ILMN_2358202,0.0013599999999999999,1.07e-05,4.8503365,3.262769,0.373,SRRT,"serrate, RNA effector molecule"
2831,219451_at,0.000206,1.07e-05,-4.75,3.0426290000000003,-0.59,MSRB2,methionine sulfoxide reductase B2
311,213211_s_at,0.00187,1.07e-05,-5.4715099,3.4511959,-2.12409052,TAF6L,TATA-box binding protein associated factor 6 like
310,201139_s_at,0.00187,1.07e-05,-5.4717127,3.45169325,-0.64785528,SSB,Sjogren syndrome antigen B
2834,200779_at,0.000207,1.07e-05,-4.75,3.0358169999999998,-0.336,ATF4,activating transcription factor 4
370,ILMN_1725320,0.0013599999999999999,1.07e-05,-4.8510704,3.265184,-0.946,SIGLEC1,sialic acid binding Ig like lectin 1
3842,242029_PM_at,0.000154,1.0800000000000002e-05,-4.86,2.81327,-0.818,FNDC3B,fibronectin type III domain containing 3B
3841,218699_PM_at,0.000154,1.0800000000000002e-05,4.86,2.81382,0.505,RAB29,"RAB29, member RAS oncogene family"
3840,214285_PM_at,0.000154,1.0800000000000002e-05,-4.86,2.8153099999999998,-0.725,FABP3,fatty acid binding protein 3
3839,209049_PM_s_at,0.000154,1.0800000000000002e-05,4.86,2.8180099999999997,0.535,ZMYND8,zinc finger MYND-type containing 8
3838,236804_PM_at,0.000153,1.0800000000000002e-05,-4.86,2.82004,-0.41,,
2842,1557419_a_at,0.00020899999999999998,1.0800000000000002e-05,-4.75,3.025282,-0.39799999999999996,ACSL4,acyl-CoA synthetase long-chain family member 4
720,219240_s_at,0.000334,1.0800000000000002e-05,-5.071148,3.2598097999999998,-0.8690732,C10orf88,chromosome 10 open reading frame 88
2840,207671_s_at,0.00020800000000000001,1.0800000000000002e-05,-4.75,3.027141,-0.47600000000000003,BEST1,bestrophin 1
2841,AFFX-r2-Bs-phe-3_at,0.00020899999999999998,1.0800000000000002e-05,4.75,3.025974,0.741,,
2838,225361_x_at,0.00020800000000000001,1.0800000000000002e-05,4.75,3.029618,0.5,FAM122B,family with sequence similarity 122B
2837,201597_at,0.00020800000000000001,1.0800000000000002e-05,-4.75,3.032035,-0.731,COX7A2,cytochrome c oxidase subunit 7A2
314,207419_s_at,0.00187,1.0800000000000002e-05,-5.4677836,3.44205469,-0.93352149,RAC2,"ras-related C3 botulinum toxin substrate 2 (rho family, small GTP binding protein Rac2)"
2836,223952_x_at,0.00020800000000000001,1.0800000000000002e-05,-4.75,3.032398,-0.7170000000000001,DHRS9,dehydrogenase/reductase 9
2835,234640_x_at,0.00020800000000000001,1.0800000000000002e-05,-4.75,3.032412,-1.05,,
3843,226702_PM_at,0.000154,1.0800000000000002e-05,4.86,2.81259,0.981,CMPK2,cytidine/uridine monophosphate kinase 2
2839,233123_at,0.00020800000000000001,1.0800000000000002e-05,-4.75,3.0286470000000003,-0.49700000000000005,SLC40A1,solute carrier family 40 member 1
3844,223997_PM_at,0.000154,1.0800000000000002e-05,-4.86,2.8124700000000002,-0.835,FNIP1,folliculin interacting protein 1
3846,242024_PM_at,0.000155,1.09e-05,-4.85,2.8090900000000003,-0.625,,
3848,243938_PM_x_at,0.000155,1.09e-05,-4.85,2.80788,-0.217,DNAH5,dynein axonemal heavy chain 5
3849,219786_PM_at,0.000155,1.09e-05,-4.85,2.8068400000000002,-0.257,TESMIN,testis expressed metallothionein like protein
3850,211115_PM_x_at,0.000155,1.09e-05,4.85,2.8061599999999998,0.664,GEMIN2,gem nuclear organelle associated protein 2
3851,203267_PM_s_at,0.000155,1.09e-05,4.85,2.80598,0.486,DRG2,developmentally regulated GTP binding protein 2
3852,221002_PM_s_at,0.000155,1.09e-05,4.85,2.8042599999999998,0.84,TSPAN14,tetraspanin 14
3847,203758_PM_at,0.000155,1.09e-05,4.85,2.8084,1.01,CTSO,cathepsin O
2845,229250_at,0.00020899999999999998,1.09e-05,-4.75,3.020963,-0.423,TPCN2,two pore segment channel 2
3853,202232_PM_s_at,0.000155,1.09e-05,4.85,2.80241,0.606,EIF3M,eukaryotic translation initiation factor 3 subunit M
373,ILMN_3248218,0.0013800000000000002,1.09e-05,4.8443772,3.2431650000000003,0.537,SNORD104,"small nucleolar RNA, C/D box 104"
2843,212743_at,0.00020899999999999998,1.09e-05,4.75,3.023352,0.27,RCHY1,ring finger and CHY zinc finger domain containing 1
372,ILMN_1703108,0.0013800000000000002,1.09e-05,-4.8454764,3.2467799999999998,-0.622,UBE2L6,ubiquitin conjugating enzyme E2 L6
2847,242422_at,0.00021,1.09e-05,4.75,3.0192200000000002,0.37799999999999995,G3BP1,G3BP stress granule assembly factor 1
2844,1554636_at,0.00020899999999999998,1.09e-05,4.75,3.0232419999999998,0.9490000000000001,,
2846,222673_x_at,0.00020899999999999998,1.09e-05,4.75,3.0200240000000003,0.575,FAM122B,family with sequence similarity 122B
3845,235819_PM_at,0.000155,1.09e-05,4.85,2.80944,0.6629999999999999,,
374,ILMN_1737580,0.00139,1.1e-05,-4.8429126,3.238348,-0.423,DESI1,desumoylating isopeptidase 1
3854,239479_PM_x_at,0.000155,1.1e-05,4.85,2.80222,0.8690000000000001,,
3861,227686_PM_at,0.000157,1.1e-05,4.85,2.79378,0.66,OXNAD1,oxidoreductase NAD binding domain containing 1
3856,222354_PM_at,0.000156,1.1e-05,-4.85,2.80058,-0.7290000000000001,F11R,F11 receptor
2848,241017_at,0.00021099999999999998,1.1e-05,-4.74,3.0132380000000003,-0.451,TBC1D8///RPL31,TBC1 domain family member 8///ribosomal protein L31
3855,233964_PM_at,0.000155,1.1e-05,4.85,2.8021,0.449,,
721,212771_at,0.000339,1.1e-05,-5.066649,3.2463672000000003,-0.8399488000000002,FAM171A1,family with sequence similarity 171 member A1
2849,200695_at,0.00021099999999999998,1.1e-05,4.74,3.0119290000000003,0.312,PPP2R1A,protein phosphatase 2 scaffold subunit Aalpha
2850,208622_s_at,0.000212,1.1e-05,4.74,3.008123,0.389,EZR,ezrin
3857,211996_PM_s_at,0.000156,1.1e-05,4.85,2.7987,0.41700000000000004,NPIPB5///NPIPB3,nuclear pore complex interacting protein family member B5///nuclear pore complex interacting protein family member B3
3860,200782_PM_at,0.000157,1.1e-05,4.85,2.7940400000000003,0.7240000000000001,ANXA5,annexin A5
3858,220061_PM_at,0.000156,1.1e-05,-4.85,2.7972099999999998,-0.38799999999999996,ACSM5,acyl-CoA synthetase medium-chain family member 5
3859,1563250_PM_at,0.000156,1.1e-05,-4.85,2.7960000000000003,-0.395,LOC101927362,uncharacterized LOC101927362
2851,1556827_at,0.000212,1.11e-05,-4.74,3.0058439999999997,-0.2,LPP-AS2,LPP antisense RNA 2
2852,209066_x_at,0.000213,1.11e-05,-4.74,3.003348,-1.12,UQCRB,ubiquinol-cytochrome c reductase binding protein
2853,201201_at,0.000213,1.11e-05,-4.74,2.999975,-0.389,CSTB,cystatin B
315,222342_at,0.0019199999999999998,1.11e-05,5.4572917,3.41631177,2.26160841,,
375,ILMN_1762713,0.00139,1.11e-05,-4.8405081,3.230442,-1.05,MCEMP1,mast cell expressed membrane protein 1
722,217794_at,0.000342,1.11e-05,5.063318,3.2364135,0.5418078000000001,PRR13,proline rich 13
723,200925_at,0.000342,1.11e-05,5.061998,3.2324702000000003,0.6147299,COX6A1,cytochrome c oxidase subunit 6A1
724,208716_s_at,0.000342,1.11e-05,5.061888,3.2321412,0.7028411999999999,TMCO1,transmembrane and coiled-coil domains 1
3862,203554_PM_x_at,0.000157,1.11e-05,4.85,2.79213,1.03,PTTG1,pituitary tumor-transforming 1
3863,233192_PM_s_at,0.000157,1.11e-05,4.85,2.79121,0.785,RUFY2,RUN and FYVE domain containing 2
3864,226982_PM_at,0.000157,1.11e-05,4.85,2.79089,0.593,ELL2,elongation factor for RNA polymerase II 2
3865,201777_PM_s_at,0.000157,1.11e-05,4.85,2.7908,0.754,EFCAB14,EF-hand calcium binding domain 14
3869,219334_PM_s_at,0.00015800000000000002,1.11e-05,-4.85,2.7856400000000003,-0.45899999999999996,NABP1,nucleic acid binding protein 1
3868,214309_PM_s_at,0.000157,1.11e-05,-4.85,2.78762,-1.09,,
3867,218226_PM_s_at,0.000157,1.11e-05,4.85,2.78879,0.435,NDUFB4,NADH:ubiquinone oxidoreductase subunit B4
3866,201632_PM_at,0.000157,1.11e-05,4.85,2.79034,0.596,EIF2B1,eukaryotic translation initiation factor 2B subunit alpha
3874,218943_PM_s_at,0.00015900000000000002,1.12e-05,4.84,2.7762599999999997,0.672,DDX58,DEXD/H-box helicase 58
2854,243780_at,0.00021400000000000002,1.12e-05,4.74,2.998353,0.764,,
2855,205196_s_at,0.00021400000000000002,1.12e-05,-4.74,2.998048,-0.265,AP1S1,adaptor related protein complex 1 sigma 1 subunit
2856,242029_at,0.00021400000000000002,1.12e-05,-4.74,2.997523,-0.37200000000000005,,
2857,201944_at,0.00021400000000000002,1.12e-05,-4.74,2.996911,-0.384,HEXB,hexosaminidase subunit beta
2858,228764_s_at,0.00021400000000000002,1.12e-05,-4.74,2.994925,-0.428,NEDD8-MDP1///MDP1,NEDD8-MDP1 readthrough///magnesium dependent phosphatase 1
2859,203553_s_at,0.00021400000000000002,1.12e-05,4.74,2.993493,0.5479999999999999,MAP4K5,mitogen-activated protein kinase kinase kinase kinase 5
2860,210663_s_at,0.00021400000000000002,1.12e-05,-4.74,2.99301,-0.552,KYNU,kynureninase
2861,230122_at,0.000215,1.12e-05,-4.74,2.9908580000000002,-0.336,MLLT10,"myeloid/lymphoid or mixed-lineage leukemia; translocated to, 10"
728,205627_at,0.000343,1.12e-05,5.058993,3.2234925,1.2251353,CDA,cytidine deaminase
376,ILMN_1686135,0.00141,1.12e-05,4.8370207999999995,3.218978,0.342,CEP95,centrosomal protein 95
727,200648_s_at,0.000343,1.12e-05,5.059858999999999,3.2260777999999997,1.5407091999999998,GLUL,glutamate-ammonia ligase
726,215790_at,0.000343,1.12e-05,-5.06046,3.2278756,-1.0580665,AJAP1,adherens junctions associated protein 1
3870,214311_PM_at,0.00015800000000000002,1.12e-05,-4.85,2.7822400000000003,-0.581,ZFPL1,zinc finger protein like 1
3871,219714_PM_s_at,0.00015800000000000002,1.12e-05,4.85,2.7810900000000003,1.05,CACNA2D3,calcium voltage-gated channel auxiliary subunit alpha2delta 3
3872,237097_PM_at,0.00015900000000000002,1.12e-05,-4.85,2.77831,-0.287,,
3873,226580_PM_at,0.00015900000000000002,1.12e-05,4.84,2.77638,0.87,BRMS1L,breast cancer metastasis-suppressor 1-like
725,204577_s_at,0.000342,1.12e-05,-5.061202,3.230092,-1.0031564,CLUAP1,clusterin associated protein 1
731,202688_at,0.00034500000000000004,1.13e-05,5.055733,3.2137535,0.8443318000000001,TNFSF10,tumor necrosis factor superfamily member 10
730,212874_at,0.000343,1.13e-05,-5.05823,3.2212141,-1.2452544,,
729,207104_x_at,0.000343,1.13e-05,5.058362000000001,3.2216068,0.8195855,LILRB1,leukocyte immunoglobulin like receptor B1
23,219209_at,0.0100113,1.13e-05,-4.7376354,3.0636099999999997,-1.06937427,IFIH1,interferon induced with helicase C domain 1
3878,216076_PM_at,0.00015900000000000002,1.13e-05,-4.84,2.77279,-0.317,L3MBTL1,l(3)mbt-like 1 (Drosophila)
3876,234311_PM_s_at,0.00015900000000000002,1.13e-05,4.84,2.77382,0.665,GTPBP10,GTP binding protein 10
2864,201585_s_at,0.000215,1.13e-05,4.74,2.98769,0.33399999999999996,SFPQ,splicing factor proline and glutamine rich
2865,215285_s_at,0.00021600000000000002,1.13e-05,-4.74,2.9843330000000003,-0.466,PHTF1,putative homeodomain transcription factor 1
2866,221556_at,0.00021600000000000002,1.13e-05,4.74,2.983609,0.535,CDC14B,cell division cycle 14B
3875,217432_PM_s_at,0.00015900000000000002,1.13e-05,-4.84,2.77398,-0.7070000000000001,IDS,iduronate 2-sulfatase
2867,227344_at,0.00021600000000000002,1.13e-05,4.74,2.982462,0.265,IKZF1,IKAROS family zinc finger 1
2863,205791_x_at,0.000215,1.13e-05,-4.74,2.989682,-0.599,ZNF230,zinc finger protein 230
2862,225435_at,0.000215,1.13e-05,4.74,2.9904490000000004,0.35600000000000004,SSR1,signal sequence receptor subunit 1
3877,229984_PM_at,0.00015900000000000002,1.13e-05,4.84,2.77363,0.41,DTWD1,DTW domain containing 1
3879,221654_PM_s_at,0.00016,1.13e-05,-4.84,2.76933,-0.391,USP3,ubiquitin specific peptidase 3
3880,204197_PM_s_at,0.00016,1.13e-05,4.84,2.76828,0.645,RUNX3,runt related transcription factor 3
3885,233080_PM_s_at,0.000161,1.1400000000000001e-05,4.84,2.75943,0.607,PRPF40A,pre-mRNA processing factor 40 homolog A
377,ILMN_2094166,0.0014199999999999998,1.1400000000000001e-05,-4.8327434,3.20492,-0.831,CHMP5,charged multivesicular body protein 5
378,ILMN_1735064,0.0014199999999999998,1.1400000000000001e-05,4.832169599999999,3.203035,0.49700000000000005,,
379,ILMN_2067890,0.0014199999999999998,1.1400000000000001e-05,-4.8319867,3.2024340000000002,-0.375,CXCL11,C-X-C motif chemokine ligand 11
380,ILMN_1669881,0.0014199999999999998,1.1400000000000001e-05,4.8319846,3.202427,0.848,TSPAN13,tetraspanin 13
3881,233580_PM_at,0.000161,1.1400000000000001e-05,-4.84,2.76431,-0.316,,
3882,204852_PM_s_at,0.000161,1.1400000000000001e-05,4.84,2.76348,0.616,PTPN7,"protein tyrosine phosphatase, non-receptor type 7"
2868,240038_at,0.000217,1.1400000000000001e-05,-4.73,2.9771229999999997,-0.52,,
2869,221143_at,0.000218,1.1400000000000001e-05,-4.73,2.9759860000000002,-0.391,RPA4,replication protein A4
2870,226481_at,0.000218,1.1400000000000001e-05,4.73,2.975562,0.349,DCAF1,DDB1 and CUL4 associated factor 1
2871,1556072_at,0.000218,1.1400000000000001e-05,-4.73,2.975069,-0.415,LINC00528,long intergenic non-protein coding RNA 528
2872,242956_at,0.000218,1.1400000000000001e-05,-4.73,2.974268,-0.28800000000000003,IDH1,"isocitrate dehydrogenase (NADP(+)) 1, cytosolic"
3884,206554_PM_x_at,0.000161,1.1400000000000001e-05,4.84,2.76016,0.633,SETMAR,SET domain and mariner transposase fusion gene
2873,209132_s_at,0.000218,1.1400000000000001e-05,-4.73,2.9737810000000002,-0.32899999999999996,COMMD4,COMM domain containing 4
3883,221631_PM_at,0.000161,1.1400000000000001e-05,-4.84,2.7629200000000003,-0.777,CACNA1I,calcium voltage-gated channel subunit alpha1 I
732,206305_s_at,0.00034500000000000004,1.1400000000000001e-05,-5.05561,3.2133853,-1.1102972,C8A,complement component 8 alpha subunit
733,217052_x_at,0.000346,1.1400000000000001e-05,-5.0537790000000005,3.2079159,-0.806172,,
734,219403_s_at,0.000346,1.1400000000000001e-05,5.053621,3.2074462,0.7492395000000001,HPSE,heparanase
2874,213076_at,0.000218,1.15e-05,-4.73,2.972336,-0.324,ITPKC,inositol-trisphosphate 3-kinase C
3886,204688_PM_at,0.000162,1.15e-05,4.84,2.75687,0.38799999999999996,SGCE,sarcoglycan epsilon
3887,223300_PM_s_at,0.000162,1.15e-05,4.84,2.75409,0.7040000000000001,CCDC82,coiled-coil domain containing 82
3888,216684_PM_s_at,0.000162,1.15e-05,4.84,2.7533,0.588,SS18,"SS18, nBAF chromatin remodeling complex subunit"
738,218144_s_at,0.000348,1.15e-05,-5.050185,3.1971841,-0.6234733,INF2,"inverted formin, FH2 and WH2 domain containing"
737,214949_at,0.000348,1.15e-05,-5.050279,3.1974633999999997,-0.4891937,,
736,202358_s_at,0.00034700000000000003,1.15e-05,5.052276,3.2034284,0.7594118000000001,SNX19,sorting nexin 19
381,ILMN_1796423,0.00143,1.15e-05,4.8296261,3.1946779999999997,0.932,CLIC3,chloride intracellular channel 3
735,205262_at,0.00034700000000000003,1.15e-05,-5.052695,3.2046783,-1.0320693,KCNH2,potassium voltage-gated channel subfamily H member 2
382,ILMN_1760727,0.00143,1.1599999999999999e-05,-4.8284357,3.190768,-0.619,ANG,angiogenin
739,218280_x_at,0.000348,1.1599999999999999e-05,5.049583,3.1953838,0.826069,HIST2H2AA4///HIST2H2AA3,"histone cluster 2, H2aa4///histone cluster 2, H2aa3"
740,216954_x_at,0.000348,1.1599999999999999e-05,-5.049334,3.1946404999999998,-0.7298584,ATP5O,"ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit"
741,220001_at,0.000349,1.1599999999999999e-05,5.048096,3.1909437,1.154025,PADI4,peptidyl arginine deiminase 4
2876,226878_at,0.000221,1.1599999999999999e-05,4.73,2.957389,0.436,HLA-DOA,"major histocompatibility complex, class II, DO alpha"
2875,218659_at,0.00022,1.1599999999999999e-05,4.73,2.963589,0.237,ASXL2,"additional sex combs like 2, transcriptional regulator"
2877,40189_at,0.000221,1.1599999999999999e-05,4.73,2.957154,0.45799999999999996,SETSIP///SET,SET-like protein///SET nuclear proto-oncogene
383,ILMN_2347298,0.00143,1.1599999999999999e-05,4.8273261,3.187123,0.47100000000000003,TSPYL2,TSPY like 2
3892,209248_PM_at,0.00016299999999999998,1.1599999999999999e-05,-4.84,2.7460000000000004,-0.294,GHITM,growth hormone inducible transmembrane protein
316,238092_at,0.002,1.1599999999999999e-05,5.4389707000000005,3.37134239,0.86152257,LRFN4,leucine rich repeat and fibronectin type III domain containing 4
3894,207048_PM_at,0.00016299999999999998,1.1599999999999999e-05,-4.84,2.7445,-0.313,SLC6A11,solute carrier family 6 member 11
3893,1560456_PM_at,0.00016299999999999998,1.1599999999999999e-05,-4.84,2.74519,-0.544,PLIN5,perilipin 5
3891,207257_PM_at,0.00016299999999999998,1.1599999999999999e-05,-4.84,2.74742,-0.363,EPO,erythropoietin
3890,229735_PM_s_at,0.00016299999999999998,1.1599999999999999e-05,4.84,2.74772,0.8340000000000001,NIPAL3,NIPA like domain containing 3
3889,223128_PM_at,0.00016299999999999998,1.1599999999999999e-05,4.84,2.74805,0.49700000000000005,FOXRED1,FAD dependent oxidoreductase domain containing 1
2879,1552349_a_at,0.000223,1.17e-05,4.73,2.950975,0.767,PRSS33,"protease, serine 33"
2878,237071_at,0.000221,1.17e-05,-4.73,2.956038,-0.5870000000000001,,
743,216305_s_at,0.00035,1.17e-05,-5.04632,3.1856402999999998,-0.591915,GCFC2,GC-rich sequence DNA-binding factor 2
742,201737_s_at,0.00035,1.17e-05,-5.047112,3.1880046,-1.3308761999999998,6-Mar,membrane associated ring-CH-type finger 6
24,213417_at,0.0100113,1.17e-05,4.7283672,3.03378,0.91374632,TBX2,T-box 2
3898,236155_PM_at,0.000165,1.17e-05,4.83,2.7346,0.772,ZCCHC6,zinc finger CCHC-type containing 6
3897,203352_PM_at,0.000165,1.17e-05,4.83,2.7353400000000003,0.485,ORC4,origin recognition complex subunit 4
3896,1569182_PM_at,0.000164,1.17e-05,-4.83,2.73747,-0.823,,
3895,224826_PM_at,0.000164,1.17e-05,-4.83,2.73945,-0.621,GPCPD1,glycerophosphocholine phosphodiesterase 1
2880,226175_at,0.000223,1.17e-05,-4.73,2.949898,-0.28,TTC9C,tetratricopeptide repeat domain 9C
385,ILMN_1798288,0.00144,1.17e-05,-4.8238645,3.175755,-0.431,MOB3C,MOB kinase activator 3C
384,ILMN_2403730,0.00143,1.17e-05,-4.8256837,3.1817290000000003,-0.29600000000000004,ATP6V1H,ATPase H+ transporting V1 subunit H
2883,1560622_at,0.000223,1.18e-05,-4.73,2.946086,-0.38799999999999996,,
3899,228612_PM_at,0.000165,1.18e-05,-4.83,2.73375,-0.6729999999999999,RAB30-AS1,RAB30 antisense RNA 1 (head to head)
3901,233665_PM_x_at,0.000165,1.18e-05,4.83,2.73132,0.72,MTO1,mitochondrial tRNA translation optimization 1
